video_id,title,channel,upload_date,description,views,likes,comments
4IZj_G7Oxiw,Mr. Leo - J'Suis Désolé [Official Video] (Music Camerounaise),Mr Leo ,2018-01-08T15:12:54Z,"Purchase ""Love Original"" by Mr Leo here: http://smarturl.it/MrLeoLoveOriginal 

""J'Suis Désolé"" Official Video performed by Mr. Leo

Composed by Mr Leo
Produced by Salatiel

Video directed by Shelis

Alpha Better Records 
2017

SUBSCRIBE: 
https://www.youtube.com/channel/UCGF17r6aD_v9e_z6Spo57wA?sub_confirmation=1
#MrLeo #CameroonMusic #JamaisJamais #JSuisDésolé #LoveOriginal #Femme #JeSuisMoiCommeÇa #Pray #Partout #CestFaux #JeTaime",5817689,39299,2111
jCp9sU2Limk,Blaise B ft. Mr Leo & Salatiel - CLANDO [Official Video] (Musique Camerounaise),Blaise B,2016-10-09T12:57:46Z,"►​Buy || Purchase || Paypal || The EXCITEMENT ROOM EP OUT !!! 
►​Paypal: akwandormusiciseverything@gmail.com
►​Click here-Clique ici ►​►​ https://linktr.ee/blaiseb 

Don't forget to ''SUBSCRIBE'' DOWNLOAD & Share
AkwandorMusic + Alphabetter Records
Blaise B - CLANDO ft. Mr Leo and Salatiel

- Video Directed by Dr. Nkeng Stephens
- SONG produced by Akwandor. 

Snapchat : blaiseb237 
Facebook: Blaise B - Artiste - https://www.facebook.com/therealblaiseb/ 
Instagram : @blaisebsings https://www.instagram.com/blaisebsings/ 
Twitter : @blaisebsings https://twitter.com/Blaisebsings

 ​►​For booking ​►​Management
 Email: blaisebsingsvevo@gmail.com
Contact: (+237) 652180948


Please Subscribe: https://goo.gl/NtmS4O
--------------------AkwandorMusic-------­------------------ 2016",2074837,11982,811
kRe2OMHHj_o,Le meilleur rappeur du moment au Cameroun Diablit #rap #frenchdrill #freestyle #newdrill #music,DIABLIT ,2025-10-09T20:35:39Z,,964,53,7
hVJgkYcEVQ4,Stanley Enow ft. Fally Ipupa - Love (Official Music Video) Dir. by DJ Supreme,DJ Supreme1erVEVO,2020-08-12T00:20:15Z,"#StanleyEnow #Love #DJSupreme1er #FallyIpupa  #Afrocongo 


🎵Stanley Enow

Facebook: ↪︎http://bit.ly/33sbKAN
Twitter: ↪︎http://bit.ly/2K330cV
Instagram: ↪︎http://bit.ly/2NWs4mO



🎵Fally Ipupa  

Facebook: ↪︎https://www.facebook.com/FallyIpupaOf... 
Twitter: ↪︎https://twitter.com/fallyipupa01
Instagram: ↪︎https://www.instagram.com/fallyipupa01


Follow DJ Supreme1er:

YouTube: ↪︎https://www.youtube.com/c/Djsupreme1ervevo 
instagram: ↪︎https://www.instagram.com/supreme.1er.dj/
Twitter: ↪︎https://twitter.com/supreme1erdj
Mixcloud: ↪︎https://www.mixcloud.com/supreme-dj/
Soundcloud: ↪︎https://soundcloud.com/supreme-dj-995161452
Facebook: ↪︎https://www.facebook.com/Supreme.1erdj/?eid=ARClF414aXpiJasil4-3P5L1swpUBTi7eR8UuQzjghhXKPZIEth9eIO0n_Nh06Pk-lM-bFAit_LWHSyb
 Boocking: djsupreme1er7@gmail.com

Auteur : DJ Supreme.1er 
Compositeur : DJ Supreme.1er 
Editeurs : Supreme Publishing 
Distributeur : Supreme Distribution 
Label : Supreme .Records

Music Remix Night Club by DJ Supreme1er performing Mixtape. © 2020 Supreme .Records, a Division of UMG Recordings, Inc. Republic Records,  Universal Music


A blend of Cameroon & Congo

#Vevo #MixYouTube #cameroonmusic #Afrobeat #newmusic #latin #hits #Pop #topic #TopFrenchMusic #RedMusic #Vevo  #frenchhit #hitfrance #remix #LatinPop #OfficialMusicVideo #Remix #hitfrance  #AtlanticRecords",34528,676,35
1v2TE0Z6two,better for me by magasco ft Stanley Enow,petite madame (sylvie njoh),2021-12-07T06:04:15Z,,161,11,0
8xWL-CGlQNo,Salatiel - Closer ft. Charlotte Dipanda (Official Music Video),Salatiel,2023-11-10T17:00:09Z,"Official Video for ‘Closer’ ft. Charlotte Dipanda by Salatiel

Listen to & Download ‘Closer’ out now on Boomplay  https://www.boomplay.com/albums79538289

Listen to & Download ‘Closer’ out now on other streaming platforms https://onerpm.link/Salatiel-Closer

Join ‘Closer’ TikTok Challenge https://www.tiktok.com/t/ZT8AxGrgQ/

After ‘Sucré Nouveau’ and ‘Ça Va Aller’, Salatiel presents the 3rd official single from his up-coming album ‘Family Man’. A rich mix of Essewe, traditional rhythm of Sawa culture and the modern sounds of Afro Love. The two multi-awarded singers take us on a childhood love story with catchy melodies that come together despite the vagaries of life.

Connect With Salatiel

Website: www.therealsalatiel.com
Facebook: https://www.facebook.com/therealsalatiel
Instagram: https://www.instagram.com/therealsalatiel
TikTok: https://www.tiktok.com/therealsalatiel
X: https://www.x.com/therealsalatiel

Video directed by: Dr. Nkeng Stephens and Premium Paris Video
Performed by: Salatiel and Charlotte Dipanda 
Produced and Written by: Salatiel 
Composed by: Salatiel, Deko Ebongue, and Bobby Mignon
Guitars by: Marcien Oyono
Back-ups: Salatiel and Charlotte Dipanda
Choreography: Cameroon Dance Academy
Video Stylist: Molah System and Briss Style.
Make-up: Allô Oli and Suzy Elsa

Management Contacts (Serious Enquires Only)
Email: alphabetterrecords@gmail.com 
Business Contact: (+237) 677668287 

LYRICS
Ah ah ah ah eh eh eh
General
Shu !
A ndolo na, na
A ndola, na, na, a a a a (Mon amour, na, a a a a)
Lé lé lé lé lé

[VERSE 1]
SALATIEL 
Ça fait des mois on s'est pas parlé
Si tu savais comme tu m'as manqué 
Bébé je sais qu'on s'est fait mal mais on peut tout recommencer 

CHARLOTTE
Mes sentiments ils n'ont pas changé 
Et ton sourire n'a même pas fanné
On se regarde dans les yeux
Mais qui agira le premier?

SALATIEL 
Viens! 
Za'a mone ninga (Viens mon amour)
Moi je veux te parler
Come, Siseya mba bēbē (Viens près de moi)
Sesa mulema e bolē mba nin wengue e (Le chagrin d'amour me tue aujourd'hui) 
Longue di bwa! Nin wengue e (C’est ça la vie!)

CHARLOTTE 
Za'a mone ninga (Viens mon amour)
Tu peux pas t'en aller
Come, Ya so na di kwale (Viens on discute)
Nduta mulema e bolē mba nin wengue e (Le chagrin d'amour me tue aujourd'hui)
Oh oh oh

[PRE-CHORUS]
Casanova 
My lover (Mon amour)
Na you di leave me so for road (C’est toi qui m’abandonne comme ça?)
My baby why you wanna go (Mon bébé pourquoi tu veux partir?)
Casanova
My lover (Mon amour)
As na you shidon for throne (Comme c’est toi qui est assise sur le trône)
Girl you don di make me catch cold  (Chérie tu me donnes la chair de poule)

[CHORUS]
My baby come closer (Mon bébé viens près de moi)
Bring body for here (Rapproche ton corps près du mien)
Come closer (Viens près de moi)
Pull up for me
Come Closer (Viens près de moi)
Close (près)
Come closer (Viens près de moi)
My baby come sloser (Mon bébé viens près de moi)
No leave me for here (Ne me laisse pas seule ici)
Come closer (Mon bébé viens près de moi)
Pull up for me
Come closer  (Viens près de moi)
Close (Près)
Come closer  (Viens près de moi)

[VERSE 2]
SALATIEL 
C'est toi qui m'a touché touché 
Maintenant je veux coller serrer 
Tu peux pas me plaquer ouais 
Fallait pas m'allumer yeah yeah

CHARLOTTE 
C'est toi qui m'a chauffé chauffé
Tu peux pas me quitter ouais
Fallait pas commencer
Tu peux pas me laisser 

SALATIEL 
A ndolo na (Mon amour na)
Say what you want but i need you back (Dis ce que tu veux mais je veux que tu reviennes à mes côtés)
Stay by your side whenever you are down (Rester près de toi même quand tu as des difficultés)
Even in the middle of the night eh (Même en pleine nuit)

CHARLOTTE
A ndolo na (Mon amour na)
Son di timba (S'il te plaît remettons nous ensemble)
Na pula oa a (Je te veux)
O bi n'a na tondi oa a (Tu sais combien je t'aime)
Na pula oa a (Je te veux)
Eh eh eh

[PRE-CHORUS] x 1
[CHORUS] x 1

[BRIDGE]
Ein ein ein ein ein ein ein
Mba na ein ein ein (Je dis ein ein)

SALATIEL
A ndolo na (Mon amour na)
A ndolo mbong bise kana a
A ndolo mbong bise kana a

SALATIEL & CHARLOTTE
A ndolo na (Mon amour na)
A ndolo mbong bise kana a (Viens mon amour)
A ndolo mbong bise kana a (Viens mon amour)

CHARLOTTE & SALATIEL
My baby come closer x 2 
CHARLOTTE 
Ah ah ah ah ah

#afrolove #Salatiel #Closer #charlottedipanda 

Music video by Salatiel and Charlotte Dipanda performing ‘CLOSER’. 
© 2023 Alpha Better Records 2023 All Rights Reserved. Any re-upload of this video on YouTube without authorizations will lead to permanent shut down of the channel.",4785425,37109,2078
CAHaQxj2PsQ,Stanley Enow - TumbuBoss Deluxe (Official Music Video),Stanley Enow,2014-04-14T18:30:01Z,"Stanley Enow presents the official music video for ""TumbuBoss [Deluxe]"".
Download on iTunes: http://smarturl.it/SEtdIT

© 2014 Motherland Empire

Follow Stanley Enow
Facebook: https://www.facebook.com/StanleyEnowO...
Twitter: https://twitter.com/StanleyEnow
Instagram: https://www.instagram.com/stanleyenow

Subscribe here: http://smarturl.it/StanleyEnowYT
Digital distribution: http://africori.com/

After his multiple award-winning hit street anthem ""Hein Père"", Cameroon's most prolific, most promoted charismatic rap artist is definitely back with another powerful  hit Tumboboss.

Produced & directed by by Shamak Allharamadji.",859174,7317,676
184v4VsFnPA,Dynastie Le Tigre 🇨🇲 feat 🇧🇫 IMILO LeChanceux - On est vacciné Clip Officiel,Dynastie Le tigre ,2025-11-28T22:31:16Z,"Auteurs ,compositeurs et interprètes :
 Dynastie le tigre et Imilo Lechanceux 
Beatmaker : exo le Karismatik 
Clip maker : M vision images 
Assistante : Mme folane ( africa Mousso )

Page facebook dynastiele tigre : https://www.facebook.com/share/1GW7Q14UXN/?mibextid=wwXIfr
Page facebook imilo : https://www.facebook.com/share/1BR2Unhsnv/?mibextid=wwXIfr
Burkina 🇧🇫 : +226 66 45 46 82
Cameroun 🇨🇲: +237 693725003
Merci à tous ceux qui nous ont assisté de près ou de loin , lors de la réalisation de notre clip . L'Afrique est une même famille ❤️🙏🎹🎤🎼

#music #africa #onestvacciné #burkinafaso  #cameroun #afrobeat #afropop #coupedecale #mbolé #bikutsi #makossa #youtubeshorts #youtube #trending #viral  #viralvideo #funny  #vlog #new #entertainment",124822,2341,177
cGqVFqJjx2s,Elisha K - Ley Ley (Official Video),Akumba Music,2025-06-29T15:00:11Z,"New Music by ELISHA K 
Titled: Ley Ley 
Produced by Kaos (Elisha K)
Mixed and Mastered by Rapnemm 
Directed by Mr. Adrenaline
Vixen: Chia Doreen
Extras: BK Baptist, T Claude, Dano, Queen Diva, Simplest Ntuhti, CG, Yvan Youmbi, King Luca, Mini Cooper. 

Record Label: Akumba Music
follow Elisha K on all social media @elishakmusic  

Lyrics 

Ley ley
I’m not the kind who doesn’t give you flowers 
And I’m not they type who is going to break your heart 
Coz when I love I give it all I have 
And I’m falling like the stars
If your heart belongs to mine 

Ley ley ley 
Ley ley ley 
Oh I’m so jealous with my heart
Ley ley ley
Ley ley ley
Oh if I fall I don fall in love 

I want to be the reason why you’re smiling 
Up at night 
And I didn’t even notice you’re the one
I had to find
I don use kind kind reseau 
Nkackam ei still turn to zero
Like pharaoh I’ll never let you go

You came into my life
You turned it all around
I’m smiling smiling
Like I even understand
Coz your the best thing that I’ve ever ever had
Oh baby if I fall 
I don fall In love .
 
Chorus x2

Pull me close 
Please don’t let me go
Make my heart your home
Please don’t let it go

Ley ley ley 
Ley ley ley 
Oh I’m so jealous with my heart
Ley ley ley
Ley ley ley
Oh if I fall I don fall in love

#akumbamusic #LeyLey #ElishaK",207165,3599,388
0LFtrXN6GU8,"Witty Minstrel - Be Proud (Remix) ft Magasco, Vernyuy Tina, Awu, Kameni, Gasha, Mr. Leo",Wittyminstrel Piripboi records,2020-12-03T11:00:10Z,"After the success of Witty Minstrel's single BE PROUD that empowered Cameronnians and Africans all over the world to be proud of who they are and where they come from, he has again brought in some big names (Magasco, Vernyuy Tina, Awu, Kameni, Gasha and Mr. Leo) to support him and spice up the cultural hit with beautiful verses and voices on the Remix. This song was produced by Mark Eff of Kovapot & Wasse then recorded mixed and mastered by Dijay Karl. The video was directed by Dr. Nkeng Stephens assisted by Bobe Nkwain Chiambah. Don't forget to subscribe to this channel and stay connected with beautiful music from Witty and please follow him on all social media as Witty Minstrel Facebook [Witty minstrel art]
https://www.facebook.com/Wittyminstrelart/

Instagram [witty_minstrel]
https://instagram.com/witty_minstrel?igshid=6qvsm6kdgn32

Twitter [wittyminstrel2]
https://twitter.com/Wittyminstrel2?s=09

Tik Tok [wittyminstrel2]
https://vm.tiktok.com/ZSpCNWoh/

YouTube [  Wittyminstrel Piripboi records]
https://www.youtube.com/channel/UCLM8YD9sVZnh4oSLlo6u2NA",14960000,73668,7529
KMDsDVwhsiU,MIMIE - FAYA ft. LOCKO (Official Video),EMPIRECOMPANY,2021-08-11T17:00:13Z,"Directed By Chuzih
Prod By Tamsir

Lyrics :
Pre refrain

Would you love me love me love me naa 
Oh baby would love me love me love me naa 
I will never ever leave you lonely lonely lonely naa
Never leave lonely lonely lonely naa 

Refrain

Nwo mban ah yuo nkon meum 
Fire ,gimme that faya faya ( ooh meum yuo nkon ah)
Nwo mban ah yuo nkon meum
Fire gimme that faya faya ( oh meum yuo nkon ah)
Gimme that fire fire fire fire eh

DECOUVREZ LE TITRE ICI : https://mimielockofaya.lnk.to/8keiTwye

Retrouvez Mimie sur ses différents réseaux sociaux: 
Facebook: https://web.facebook.com/Mimie237/
Instagram: https://www.instagram.com/m.i.m.i.e_/ 
Twitter : https//www.twitter.com/mimieofficielle

#Mimie #EmpireCompany #TopAfro #Cameroun #EmpireCompany  #TopAfro #UniversalMusicAfrica

Music by MIMIE performing FAYA.
© 2021 Empire Company under exclusive licence to Universal Music Africa",14369301,89672,4628
85ccpiO50fQ,Duc-Z - African Mamy (clip officiel) by Ns Pictures (2012),Duc-Z,2018-04-23T22:52:26Z,"Abonne toi à la chaîne de Duc-z ici : https://goo.gl/aQWHn3

Streamez et téléchargez partout:

bonsoir la famille nous remettons ce clip sur notre page car elle a été supprimé par des personnes malveillantes  nous avons réglé ce problème de sécurité et décidé de la reposter ....clip sorti en 2012 et réalisé par NS PICTURES......on ne lâche rien la famille très bientôt une nouvelle vidéo.

Like et partage ce Classic de la musique camerounaise

Booking:  (+237) 690986525 / 656102240 /  bookingducz@gmail.com

╚► merci d'avoir visionné
╚► N'oubliez pas de vous abonner pour suivre notre actualité sur :

Follow Duc-Z :
https://www.facebook.com/duczofficiel/
 https://www.instagram.com/duczofficiel/

https://www.deezer.com/fr/artist/4515931
https://itunes.apple.com/us/artist/duc-z/488394234
https://open.spotify.com/artist/7dqrxGw9ZXUGm1Ierqx86H

#3en1
#DucZ
#MoyHold
#ForenaMusic


(c) 2012  Duc-Z .",126594,1814,167
fg-iZ3vo4E4,Dynastie Le Tigre - A qui profite cette haine? (L'hymne de la réconciliation nationale),Dynastie Le tigre ,2020-12-30T18:39:46Z,"""TOURNEE NATIONALE DU PARDON ET DE LA RECONCILIATION""
10 CONCERTS /30 ARTISTES / 10 REGIONS DU CAMEROUN 

Entreprises citoyennes et étrangères
Hommes d affaires 
Politiciens 
Diaspora Camerounaise 
Mes fans en particulier 
 Les mandiants de la paix en general 

Voici venu l heure d agir ensemble rendons ce projet possible
Votre contribution est la bienvenue 

PAYPAL: tourneenationaledelapaix@gmail.com

Leetchi : https://www.leetchi.com/fr/c/wmaW8Jpw

OM:        698 758 450
MOMO:  678 968 151

Nous contacter :
 +237 698758450
Mail: tourneenationaledelapaix@gmail.com",87623,4377,509
caK11rIN9j4,Mbarga Soukouss - long courrier (Essamba - Ebobolo-fia),RealC38,2012-07-13T19:56:12Z,"Pour soutenir cette chaine : https://fr.tipeee.com/realc38
Guitare: Beau Regard
Bass: Atebass
Claviers: Césaire
Batteur: Assamba
Toumba: Mpango
Choeurs: Bauche, Faustin",3454259,10521,1196
u90XdPPIAuk,Kikoh ft Magasco- Mado (Official vidéo),KIKOH,2018-09-01T15:33:12Z,"Abonne toi à ma chaine ici :http://bit.ly/Youtube_Kikoh


╚► merci d'avoir visionné
╚► N'oubliez pas de vous abonner pour suivre notre actualité sur :http://bit.ly/Youtube_Kikoh

Follow Kikoh:
https://twitter.com/kikohOfficial
https://www.facebook.com/kikohcalamity/
https://www.instagram.com/kikoh_calamity/?hl=fr

https://itunes.apple.com/us/artist/kikoh/1259190752
https://open.spotify.com/artist/6NzYUaxVj0al1cYsU8tgT5
https://www.deezer.com/fr/artist/12818109

#Mado
#Kikoh
#Magasco


SUNSHINE 
Directed by Adah Akenji

Management Seasover agency

(c) 2018 Vybz under exclusive licence Circle/sunshine LLC distribution",160028,2350,198
vYgYPeOLMeU,Album out on all streaming Platforms #2023 #magasco #cameroon,MAGASCO ,2023-06-24T20:42:45Z,,1572,90,3
JwLyDhkW8BU,Best of Amapiano Dance 2023,Cameroon Dance Academy,2023-07-29T15:51:50Z,,1882,70,1
6QnqnxjL6Dc,ACCESS AFRI-CAN Duc Z,Don Jumper,2022-01-27T16:39:46Z,"Durant toute la période de la CAN Cameroun TotalEnergies 2021, nous vous accompagnons en chansons et ambiances de compétition.


#BoomTV #ChampionsLeague


wassssssssssssééééééééééééé",55,0,0
a51oK3N7npw,Another one from Cameroon 🇨🇲 song by @awuacapero #cameroon #douala #music,Bad Boikillaa,2023-03-23T10:02:01Z,,53214,476,7
bW13Um4LCSI,K-Tino | Wata Fufu (Vidéo Officielle),Ktino Officiel,2018-09-05T06:57:20Z,"Retour triomphant de la reine du Bikusti après 12 ans d'absence sur les projecteurs du Show-Biz. Le nouveau clip de K-Tino ''Wata Fufu'' s'annonce très coloré, rythmé, dansant et surtout très appréciée auprès des mélomanes.Cette bombe musicale de la femme du peuple est un second souffle pour le Bikutsi au Cameroun.
#Bikutsi #KTino #LaMama #MusiqueCamerounaise #Cameroun

Suivre K-Tino sur :
Site Web: https://www.k-tino.com
Facebook: https://www.facebook.com/KTinofficiel/
Instagram: https://instagram.com/ktinofficiel/
Twitter: https://twitter.com/k-tinoofficiel",385235,1697,85
RjfbmFAKibE,Sawa Medley Official video - Anita Etta - Cameroon Gospel,Anita Etta,2013-05-02T23:14:41Z,"Anita sings about victory in Christ in some of the Sawa languages of Cameroon (Bakweri, Balondo, Ejagham and Douala). In the Douala language she says "" he has put the enemy underneath my feet"" and concludes that we should therefore tell everyone that God is love.",147297,339,67
ubjjgzoZ5y8,"Makossa Pheonix, Ben Decca",jennypuh,2006-10-03T02:23:10Z,makossa,516546,797,87
r3RFgWca12w,King Serenity x Locko x Sergio Alejandro - All For U (Ameyatchi) [Official Music Video],Can't Stop Productions,2023-07-06T16:00:10Z,"""King Serenity x Locko x Sergio Alejandro - All For U (Ameyatchi)"" available here : https://CantStop.lnk.to/AllForU

℗ & © 2023 Can't Stop Productions / SLS / Carry Out Production

Directed by Oryane Wilson & Othmane Rahal
Executive production : El Cartel Music
Production Assistant : Raquel Gonçalves Dos Santos
Camera Assistant : Ryan Wesley 
Colorist : Alexandre Schaal
Choreography : Kriss Leyo
Choreo Assistant : Tiphanie Barroncas
Dancers : Tiphanie Barroncas, Caelia Grossman, Mahé, Octavia
Styling : Raquel Gonçalves Dos Santos, Tiphanie Barroncas
Special Thanks : Mathey, Manu Lima, José Da Silva, Fred Lima, High P, Isakin 

----

More about King Serenity : 
https://www.tiktok.com/@kingserenityofficiel
https://www.instagram.com/kingserenityofficiel/
https://twitter.com/djkingserenity

More about Locko : 
https://www.tiktok.com/@lockofficial
https://www.instagram.com/lockofficial/

More about Sergio Alejandro : 
https://www.instagram.com/sergioalejandro_hr/
https://www.tiktok.com/@sergioalejandro_hr

----

Lyrics : 
I see wining 
I feel you nice uh 
Give it up 
Your body 
On di dancefloor 
Would you let me 
Play Tambour 
With your bum bum
I can not dodo 
I’m losing control 
I want you on moto 
I want ride you solo 

Latest designer 
I’ll get it for you
Tranqui’ conmigo tú estás bien 
I get if for you
Dueña de mi corazón
Ayuwuuu 
What can I do, tell me I will do do do 
Maldigo el tiempo sin tu amor
Tell me I will do do do

Dime dime dime dónde estás
Y diles diles que me quieres más
Y dicen dicen que no va a durar
Como Shakira y Piqué
Cuando tú no estés bien llama al celular (911)
Si estás triste sin mi te paso a buscarY
 baby no miento, es que tu estás buena
Por tus ojos el peligro vale la pena

Latest designer 
I’ll get it for you
Tranqui’ conmigo tú estás bien 
I get if for you
Dueña de mi corazón
Ayuwuuu 
What can I do, tell me I will do do do 
Maldigo el tiempo sin tu amor
Tell me I will do do do
 
Cuando tú no estés bien llama al celular 
Si estás triste sin mi te paso a buscar
I can not dodo 
I’m losing control 
I want you on moto 
I want ride you solo 

----

#AllForU 
#Ameyatchi 
#KingSerenity
#Locko 
#SergioAlejandro
#CantStop 
#CantStopProductions
#SLS 
#CarryOutProduction",6036488,43555,537
