video_id,title,channel,upload_date,description,views,likes,comments,year,month,year_month,genre
k1wOAkrsyBw,12 | Dynastie Le TIGRE - Prend Soin D'Elle ft. Stanley Enow,Dynastie Le tigre ,2016-05-29 17:40:46+00:00,"""Prend Soin D'elle"" est extrait de la réédition deuxième album de Dynastie le Tigre LA LOI DE LA NATURE (15 titres). 
Téléchargez l'album ici: https://hmg.lnk.to/AlbumDynastieID

Ecoutez, commentez et partagez autant que vous le pourrez. Bonne dégustation !!!

Booking: +237 696 917 613 | +33 7 82 75 36 86

Follow Dynastie:
https://facebook.com/FanClubDynastieLeTigre/
https://twitter.com/dynastie_tigre
https://instagram.com/dynastie_le_tigre_officielle/
https://www.youtube.com/c/Dynastieletigrea

(c) 2016 Tiger Prod
Exclusive license Hope Music Group.",50460,515,26,2016,5,2016-05,Hip Hop/Rap
V7OmtAoDkTg,Maahlox le vibeur ft Happy & Minks ( CAN 2022 ) Official video.,NEWSONGZ ENTERTAINMENT,2022-01-04 22:29:39+00:00,"Orange CM nous présente l’hymne des supporters de la CAN avec 
Levibeur Maahlox, 
Happy d’Effoulan  et 
MiNk's 🔥🔥🔥🤩🤩🤩
L’hymne intitulé « Tu joues même quoi ? » est bâti sous un rythme appelé localement « Mbolé », une musique des quartiers chauds de Yaoundé devenue nationale. Cette musique s’adapte volontiers aux pas des danses populaires de plusieurs pays du continent.
Le scénario qui présente le parcours d’une fan vers le match, nous rappelle à quel point le football peut être rassembleur et réconciliateur, un vrai message d’espoir pour l’Afrique en général et le Cameroun en particulier.
L’image n’est pas en reste, vous découvrirez dans ce clip, les couleurs, les tambours et les fans de tous les pays de la CAN.
Comme dit le slogan Camerounais « la CAN sera sucrée »
Et nous vous attendons tous pour danser le « Mbolé.


TAGS (Ignore)
fl studio 20 tutorial, how to make an omah lay type beat, how to make afrobeat for omah lay, how to make afrobeat, how to make a beat for omah lay what have we done, how to make afrobeat for wizkid, how to make fire beat for omah lay, how to make fire beat for wizkid, how to make a burna boy type beat in fl studio, how to make a wizkid type beat, how to make a burna boy beat in fl studio, how to make a wizkid type beat fl studio, how to make afrobeat from scratch, how to make afrobeat in fl studio, how to make afrobeat fl studio, how to make a beat for wizkid made in lagos album, how to make a tiwa savage type beat, how to make a modern afrobeat, how to make an afrobeat in fl studio 20, make a modern afrobeat in fl studio 20, how to make piano melodies, how to make afrobeat piano melody",206247,2430,107,2022,1,2022-01,Other
ERVyITZhLWI,RICHARD DOUMBE FEAT MOUKALA le Français - TOP NELSON (Clip Officiel Directed by Chrispi Bonny),Richard Doumbe,2026-02-14 11:00:06+00:00,"Nouveau single de RICHARD DOUMBE disponible sur toutes les plateformes
#makossa #africa #music",184424,1189,135,2026,2,2026-02,Other
l7tJ8rNVwAE,"Cameroun, DÉCOUVERTE DE L'ARTISTE-CHANTEUR MAGASCO",Africa 24,2017-07-26 09:39:42+00:00,"Culture, Sortie du nouveau single ""BELLA"" de Magasco

Abonnez-vous à la chaine: http://bit.ly/1ngI1CQ 
Like notre page Facebook: https://www.facebook.com/africa24tv 
Suivez nous sur Twitter: https://twitter.com/AFRICA24TV

AFRICA24: La première chaîne mondiale d'information pour l'Afrique. 

Les infos d'Afrique pour le monde, les infos du monde pour l'Afrique.",1010,9,0,2017,7,2017-07,Cameroonian Pop/R&B
4bPGxLxogvw,GIMS - Sapés comme jamais (Clip officiel) ft. Niska,MaitreGimsVEVO,2015-10-19 16:49:55+00:00,"Maître Gims featuring Niska ""Sapés comme jamais"" (clip officiel) 
Retrouve toute la discographie de Maître Gims : https://maitregims1.lnk.to/b0C9tID
-----
Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS : https://www.youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA?sub_confirmation=1
Retrouve tous les albums de Maître Gims : https://www.youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA/playlists?sort=dd&shelf_id=115&view=50 
Retrouve tous les clips de Maître Gims : https://www.youtube.com/playlist?list=PLwMuWIGfMyJUxQiAHS-pJHff66uFpN5IT 
-----
Retrouve Maître Gims : 
Facebook : https://www.facebook.com/maitregimsoff/ 
Twitter : https://twitter.com/maitregims 
Instagram : https://instagram.com/maitregims/",666940754,2270699,95835,2015,10,2015-10,Other
a9QD5si_jig,Concert de Maitre Gims à Douala [Les moments forts  ],Voila Moi Media,2017-04-25 04:02:13+00:00,"Maitre gims était au Cameroun, notamment à Douala pour un concert qu'il a donné le 20 avril 2017. Ceci est un mini-reportage entre sa conférence presse et le concert qui a eu lieu à la maison du parti de Douala.",6228,62,4,2017,4,2017-04,Cameroonian Pop/R&B
fgp75IsHAg4,Daphne - Jusqu'à La gare (Official Video),Daphne,2024-09-10 15:42:38+00:00,"Stream Jusqu'à La Gare  

Follow Daphne 
Instagram: https://www.instagram.com/daphne_njieofficial",2954325,20554,558,2024,9,2024-09,Cameroonian Pop/R&B
pY-MpSD_eh0,JOSE CHAMELEONE - TUBONGE (OFFICIAL HD VIDEO),Jose Chameleone,2013-11-14 22:59:54+00:00,"To all my FANS WORLDWIDE,
Am proudly unleashing this Gospel Tune 2014!
Calif Entertainment

""TUBONGE""
(OFFICIAL HD VIDEO)

ENJOY!!
Twitter @JChameleone
Instagram: @JChameleone
https://www.facebook.com/josechameleone

Calif Entertainment Africa Co. Ltd

""LEONE ISLAND TUGENDE TUKOLE""",21410106,75861,5879,2013,11,2013-11,Other
E3Skkbzx3To,"John Duchant ""Me voici tout"" (clip officiel).",NKG TV Africa,2020-05-01 22:00:03+00:00,"John Duchant chant dans son clip ""Me voici tout"" (Gospel).
@NKGTVAFRICA",710989,2944,106,2020,5,2020-05,Other
65re1nGESt0,"Duc-Z Live  perfomance (fine boy, voilà ça, je ne donne pas le lait, 3en1, africa mamy)",Madiba Prod,2019-06-10 00:59:40+00:00,"DUC-Z sur le plateau des jeux université du côté de DSHANG n'as pas donné le lait  comme d'habitude 
Bravo le KING du RNB 
Abonne toi sur notre chaine/madiba prod
Follow Duc-Z :
 https://www.facebook.com/duczofficiel/ https://www.instagram.com/duczofficiel/
 https://www.deezer.com/fr/artist/4515931 https://itunes.apple.com/us/artist/du... 
https://open.spotify.com/artist/7dqrx... 
#3en1 #DucZ #IconFusion #ForenaMusic",129,8,4,2019,6,2019-06,Cameroonian Pop/R&B
wnbUjpPflsQ,Mr. Leo x Salatiel x Askia x Blaise B - Qu'Est Ce Qui N'a Pas Marché? [Official Video],Salatiel,2017-11-12 13:26:11+00:00,"Stream and Download ""Qu'Est Ce Qui N'a Pas Marcher?""

-Apple Music
http://bit.ly/QuEstCeQuiNaPasMarcherAppleMusic

-Tidal
http://bit.ly/QuEstCeQuiNaPasMarcher

-Spotify
http://bit.ly/QuEstCeQuiNaPasMarcheSpotify

-Amazon
http://bit.ly/QuEstCeQuiNaPasMarcherAmazon

""Qu'Est Ce Qui N'a Pas Marché?"" Official Video performed by Salatiel, Mr Leo, Askia, Blaise B

Starring: Moustik Karismatik, Stanis, Caprice Audrey, Brice Albin and Poupi

Composed by Salatiel, Mr Leo, Askia, Blaise B
Produced by Big Joe x Salatiel, Mixed by Salatiel.

Video directed by Nkeng Stephens of CPE, Co-directed by Artnurin.

Twitter x Instagram: @Alpha_BetterR
Facebook: fb.com/AlphaBetterRecords
Management Email: alphabetterrecords@gmail.com
Business Contact & Serious Inquiries: +237 6 77668287 / +237 6 969752408

Alpha Better Records 
2017

Note: Unauthorised re-uploading of this video on any other channel shall lead to legal measures and shutdown of the channel.",3272478,18252,1216,2017,11,2017-11,Hip Hop/Rap
VeDO-qhdMzs,"King Luca, Krys M - Ashuabi (Official Video)",Akumba Music,2024-10-12 05:57:22+00:00,"New Music Video
Song Title: Ashuabi 
Performed by King Luca and @krysm4403
written by: Achu Normad, Krys M and King Luca
Produced by: Rappnem 
Guitar: Christian Kengne (Simplice)
Record Label: Akumba Music

Video Directed by Director Chuzih (Fan Arts - Douala Cameroon
Make Up: Gilga's Beauty Studio and Fairy's Touch
Styling and Costumes: NF Designs 
Dancers: Daniel Ipa, Chloe,
Video Vixens: T Claude, BK Baptist, Andy Cycy, Icekid Charisma, Ngum Evette, Achu Normad, Yvan Youmbi, Rappnem

....................Lyrics...........................

Go tell your daddy 
say I go come with mimbo for your head
Tell your mummy say when I pull-up all her friends go be jealous 
Baby it is time
Il est l’heure make we sew ashuabi 
Pick your color so when we pull-up 
all our friends go be jealous

I want you
Every other girl di boil na beans
For a million years babe I no go leave 
Even if na gun point I no center u till I die
Ohh make we sew ashuabi

Mmm hmmm
Aie aie aie baby oh oh
See this love so I no buy
With money oh oh see this love so I buy
Aie aie aie baby oh oh
See this love so I no buy
With money oh oh see this love so I buy 

Nkang nkang mingwi 

Mm bebe Cherie pour moi 
Mon amour te yah jousqu’a demain mm mmhmm
Façon je t’aime là
Je manque Les mots pour décrire oh eh oooh uh
Ngeh quand tu pleures 
Mon cœur il pleure aussi 
Et dans ton bonheur 
C’est la joie pour moi aussi loh 
Mmm mmm make we sew ashuabi

#Ashuabi #KingLuca #KrysM #cameroon",2895996,20867,1330,2024,10,2024-10,Hip Hop/Rap
bEoBFNlCXNo,Best of Blues & Slow Camerounais Mixed by Dj Styvo Godson (Edition 2025) | Mbende | Decca | Bona...,DJ STYVO GODSON,2025-06-08 23:00:06+00:00,"Musiques d'écoute Camerounaises. cette sequence est une selection de quelques meilleurs hit très connus du public Camerounais et Africains. musique d'écoute beaucoup utilisée dans les soirées de mariages et autres événements prestigieux.
Merci de liker, Commenter et partager...
LIEN STREAMING AUDIOMACK 👉 https://audiomack.com/djstyvogodsom/song/best-of-blues-slow-camerounais-mixed-by-dj-styvo-godson-edition-2025
LIEN DE TELECHARGEMENT GOOGLE DRIVE 👉 https://drive.google.com/file/d/1IDLpp5H-URju5MMx1t3lof-nci7Lq0wb/view?usp=drive_link
Suivez moi sur mes réseaux
Instagram 👉   / djstyvo_godson  
TikTok 👉   / dj_styvo_godson  
Facebook 👉 https://www.facebook.com/profile.php?...
Audiomack 👉 https://audiomack.com/djstyvogodson
#makossa #2025  #musiquecamerounaise  #djstyvo #djstyvogodson #slow",73994,603,36,2025,6,2025-06,Makossa/Traditional
x9eVaFdd_tw,REACTING TO 🇨🇲CAMEROON DRILL MUSIC FOR THE FIRST TIME FT. KITZ VEVO,Upperclassboy Daily Vlogs,2023-03-14 10:31:31+00:00,"“REACTING TO 🇨🇲CAMEROON DRILL MUSIC FOR THE FIRST TIME EVER FT.  KITZ VEVO
———————————————————————————
#cameroon #ucbproductions #cameroonmusic 

LINK TO ORIGINAL SONG -https://youtu.be/9q_u2kCQJ34

UCB MERCH🛒‼️👇🏼
SHOP HERE: https://ucb-drippy-essentials.creator-spring.com/
DISCOUNT CODE: UCB4L 

Welcome to the UCB family🤝, the littiest family on YouTube right now!!!!

SUBSCRIBE NOW to become part of the family!!!!!!

In this video Upperclassboy reacts to “🇨🇲CAMEROON DRILL MUSIC FOR THE FIRST TIME FT. KITZ VEVO, (UNCLE LONDON). 

LIKE THE VIDEO👍🏼,LEAVE A COMMENT💬!!!!!!!!!!!

-🔴MAIN-YOUTUBE-https://youtube.com/c/Upperclassboy__
- 🔴INSTAGRAM-https://instagram.com/upperclassboy__?r=nametag
-🔴UCB PRODUCTIONS-https://instagram.com/ucb_productions_?r=nametag
-🔴PAYPAL-Sungwakevin@gmail.com (Donations)
-🔴SNAPCHAT-https://www.snapchat.com/add/upperclassboi24?share_id=NkY5MTc2&locale=en_TZ
-🔴TIKTOK-https://www.tiktok.com/@upperclassboy__?_t=8WrE6Xe7f78&_r=1

ENJOY 🍿🥤





———————————————————————————

“Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use. No copyright infringement intended. ALL RIGHTS BELONG TO THEIR RESPECTIVE OWNERS”",785,48,16,2023,3,2023-03,Drill/Trap
ZQIQE7MWy8U,Dynastie ft Ben Decca   C'est Doucement Directed by Tecnno Brain,Dynastie Le tigre ,2021-09-09 17:00:12+00:00,"""C' EST DOUCEMENT"" DYNASTIE LE TIGRE feat BEN DECCA. un titre qu on retrouvera dans l album à venir de l artiste DYNASTIE LE TIGRE .
une collaboration de deux générations pour gratifier la relation humaine,précisement celle après une separation amoureuse.

TELECHARGER ICI

https://www.takeyaown.com/dynastie-le-tigre/doucement-feat-ben-decca

AUTEUR: DYNASTIE LE TIGRE COMPOSITEUR: DYNASTIE LE TIGRE  & BEN DECCA 
PRISE DE VOIX BEN DECCA: AUBIN SANDJO 
BEAT, MIXAGE ET ARRANGEMENT: M SONNYA 
VIDEOGRAMME: TECNO BRAIN 

RETROUVEZ DYNASTIE LE TIGRE sur 

FACEBOOK :
https://www.facebook.com/dynastieletigre

INSTAGRAM:
https://instagram.com/dynastie_letigre?utm_medium=copy_link

TWITTER:
https://twitter.com/Dynastieletigre?t=kWcvbUBHchcKiqcbKwjiFQ&s=09

GROUPE WHATSAP FAN CLUB:
https://chat.whatsapp.com/CCEllC6wiPp3CMNdPBiZ3Y",208756,6156,325,2021,9,2021-09,Cameroonian Pop/R&B
Us7ZERoTWuk,Charlotte Dipanda - Massa (Introspection),CharlotteDipandaVEVO,2017-01-21 08:00:00+00:00,"Download ""Massa (Introspection)"" from ""Massa"", available now: http://geni.us/2orh

Written by Charlotte Dipanda
Produced by Guy Nsangué

© 2014 Pharempire (http://www.pharempire.com)
Digital distribution: JTV Digital (http://www.jtvdigital.com)

Follow Charlotte Dipanda:
http://www.charlottedipanda.com
https://twitter.com/CharlotteDPA
https://www.facebook.com/charlottedipandaofficiel

#CharlotteDipanda #Massa #Vevo",1656953,10826,818,2017,1,2017-01,Cameroonian Pop/R&B
Q6ml-X_BmHQ,L'ARTISTE CHANTEUSE CAMÉROUNAISE DAPHNÉ S'EST ÉVANOUIE SUR SCÈNE,ines lablanche,2019-11-17 23:32:19+00:00,Espérons que ce ne soit rien de grave mettons là en prière pour que Dieu la protège daphné l'artiste camerounaise avec son morceau à succès kalé jusqu'à la gare et j'en passe nous la connaissons tous alors s'il vous plaît prions pour elle 🙏🙏🙏,748,8,0,2019,11,2019-11,Cameroonian Pop/R&B
-zmqGwdNiOc,Charlotte Dipanda - Nos Cahiers (Clip Officiel),Charlotte Dipanda Officielle,2021-08-13 12:00:00+00:00,"Charlotte Dipanda - Nos Cahiers
Directed by Adah Akenji

L'Album CD est maintenant disponible, partageons au maximum la bonne nouvelle. Un concentré de douceur pour vos oreilles.

Écoutez l’album sur toutes les plateformes légales : https://CharlotteDipanda.lnk.to/CDAlbum 

Written by Singuila
Vocals: Charlotte Dipanda
Produced by Charlotte Dipanda
Arranged by Guy Nsangué
(P) 2017 Empire Company
 
Music by CHARLOTTE DIPANDA performing NOS CAHIERS.
© 2021 Universal Music Africa",4853113,36834,2888,2021,8,2021-08,Cameroonian Pop/R&B
dlfSm3yjRss,GIMS - Lo Mismo ft. Alvaro Soler (Clip Officiel),GIMS,2018-08-24 16:00:05+00:00,"GIMS - Lo Mismo ft. Alvaro Soler (Clip Officiel)
DÉCENNIE TOUR ➡ https://bit.ly/2UudpnV
Abonne-toi à la chaîne ➡ http://bit.ly/2q6P6Ni
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
DÉCENNIE ???? 
La réédition événement disponible partout ➡
https://GIMS.lnk.to/albumdecennieID

Nouvel album LE FLEAU disponible en précommande ➡ https://Gims.lnk.to/PcLeFleauID
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Facebook ➡ https://www.facebook.com/maitregimsoff
Instagram ➡ https://instagram.com/maitregims
Twitter ➡ https://twitter.com/maitregims
Snapchat ➡ Warano75
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",85116467,502588,13423,2018,8,2018-08,Hip Hop/Rap
tPNKsMt5Ujg,Ben Decca  - Réconciliation,cameroon music museum,2021-12-08 07:07:24+00:00,Ben Decca  - Réconciliation,9574,91,6,2021,12,2021-12,Cameroonian Pop/R&B
fgQt83sbu8I,Best of Cameroon Afrobeats & Afropop 2025 | DJ HarmonyRythms Nonstop Party Mix,DJ HarmonyRythms,2025-09-20 14:35:51+00:00,"🎵 English Description

🔥 Cameroon Afropop Mix 2025 | Nonstop Party Vibes
Get ready for a nonstop journey through the best of Afropop, Afrobeats, and Cameroonian hits! From Tzy Panchak, Ko-C, Blanche Bailly, Locko, Salatiel, Charlotte Dipanda, Patoranking, Koffi Olomide and more, this mix is packed with energy, rhythm, and good vibes.

🎶 Perfect for:
✨ Parties & celebrations
✨ Chilling with friends
✨ Discovering fresh African vibes

💬 Which track is YOUR favorite? Let me know in the comments!
👉 Subscribe & hit the 🔔 for more Afropop, Afrobeats, Makossa, Bikutsi, and African classics with DJ HarmonyRythms.

⏱️ Tracklist / Timeline:

00:00:00 Tzy Panchak ft. Salatiel, Cleo Grae & Vivid – L'homme Est Mauvais
00:03:56 Locko – Bloqué
00:05:54 Blanche Bailly – Dieu Donné
00:08:11 Vivid ft. Ko-C – Bogolo
00:10:53 Ko-C, Kiriku DJ – Sundayz
00:13:01 Tzy Panchak ft. J Kree, Cleo Grae, Vivid, Phido & Vancy – Self Made (Dans Le Bruit)
00:16:16 Salatiel – Sucré Nouveau
00:19:30 Sabrina ft. Koffi Olomide – Abele
00:22:19 Charlotte Dipanda – On s'en fout
00:24:44 Krys M – Qui Croira Verra
00:27:50 Kocee ft. Patoranking – Credit Alert
00:30:52 PhillBill ft. Krys M – Malova
00:33:44 Asaba ft. Kocee – My Odogo My 001
00:35:43 Ko-C ft. Innoss’B – Quand J’aurai l’argent (Plenty Money)
00:38:32 Felani x Bel’Yv x DJ Amaroula – Banga
00:41:32 Franko – Coller la petite
00:44:54 Mimie – Terminer
00:47:52 Remii – Bend Down Fine
00:50:21 Ko-C – Mon pala pala
00:53:12 X Maleya – Mariage
00:56:14 Prince Aimé ft. Maahlox, Magasco, Lili Anoma & Thérapie – Viviane Remix
01:01:13 Asaba – Mon Bébé
01:03:05 Magasco ft. Lady Ponce – Nyang Nyang (Remix)

🇫🇷 Description en Français

🔥 Mix Afropop Cameroun 2025 | Ambiance Non-Stop
Plongez dans le meilleur de l’Afropop, Afrobeats et des hits camerounais ! Avec Tzy Panchak, Ko-C, Blanche Bailly, Locko, Salatiel, Charlotte Dipanda, Patoranking, Koffi Olomide et bien d’autres, ce mix est une véritable fête musicale.

🎶 Parfait pour :
✨ Les soirées et fêtes
✨ Se détendre entre amis
✨ Découvrir les nouvelles vibes africaines

💬 Quelle est votre chanson préférée ? Dites-le en commentaire !
👉 Abonnez-vous et activez la 🔔 pour plus d’Afropop, Afrobeats, Makossa, Bikutsi et classiques africains avec DJ HarmonyRythms.
Afropop 2025

Cameroonian music mix

African party mix 2025

Best of Afropop 2025

DJ HarmonyRythms mix

Cameroun musique 2025

Afrobeats mix 2025

Locko, Blanche Bailly, Ko-C, Tzy Panchak mix

African club hits 2025

Nonstop Afropop mix

Cameroon hits 2025

Mix musique africaine 2025

DJ mix Cameroun

Afrobeat vibes 2025

Best Cameroonian artists

Afropop and Afrobeats DJ mix

Soirée africaine mix

Top hits Cameroun 2025

African music 2025 playlist

#Afropop #Afropop2025 #Afrobeats #AfricanMusic #CameroonianMusic #DJHarmonyRythms
#CameroonVibes #PartyMix #AfricanVibes #AfropopMix #AfrobeatsMix
#Locko #BlancheBailly #KoC #TzyPanchak #CharlotteDipanda #Salatiel
#AfricanParty #Afrobeat2025 #NonstopMix #CamerounMusique #AfropopHits",6487,35,1,2025,9,2025-09,Afrobeats
a8HGS4AC1RQ,02 | Dynastie le TIGRE - Dingue De Toi (Prod. by Salatiel),Dynastie Le tigre ,2016-04-16 20:15:55+00:00,"""Dingue De Toi"" est le 1er extrait de la réédition deuxième album de Dynastie le Tigre LA LOI DE LA NATURE (17 titres). 
Téléchargez l'album ici:
iTunes : http://apple.co/1ldu75N
Amazon : http://amzn.to/1Yp4tte
Deezer : http://deezer.com/album/11457386

Sur ce titre il est en collaboration avec Salatiel. Il y chante le ""désir"", en exprimant son souhait à une femme de lui dire comment il est dingue d'elle. Ecoutez, commentez et partagez autant que vous le pourrez. Bonne dégustation !!!

Follow Dynastie:
https://facebook.com/FanClubDynastieLeTigre/
https://twitter.com/dynastie_tigre
https://instagram.com/dynastie_le_tigre_officielle/
https://www.youtube.com/c/Dynastieletigrea",28875,425,75,2016,4,2016-04,Cameroonian Pop/R&B
